Distance(mi),cluster_location,Crossing,Junction,Traffic_Calming,Visibility(mi),Sunrise_Sunset,Weather_Condition,Month,Day_of_Week,Hour,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Precipitation(in)
0.0969999999999999,4,0,0,0,2.302585092994046,1,Fair,4,6,12,2,53.0,53.0,41.0,30.06,9.0,0.0
3.13,5,0,0,0,2.302585092994046,1,Cloudy,6,3,11,2,63.0,63.0,43.0,30.17,3.0,0.0
0.356,1,0,0,0,2.302585092994046,0,Rain,12,5,17,2,40.0,33.0,77.0,29.45,12.0,0.0
0.044,1,0,0,0,2.302585092994046,0,Fair,11,6,0,2,45.0,40.0,80.0,30.09,9.0,0.01
0.513,1,0,0,0,2.302585092994046,1,Cloudy,11,2,9,2,53.0,53.0,71.0,30.03,8.0,0.0
0.247,1,1,0,0,2.302585092994046,1,Fair,3,0,18,2,50.0,50.0,39.0,30.33,14.0,0.0
0.757,2,0,1,0,2.302585092994046,1,Cloudy,9,2,16,2,66.0,66.0,47.0,29.93,7.0,0.0
3.367,0,0,0,0,2.302585092994046,1,Fair,8,0,15,2,85.0,85.0,37.0,29.82,7.0,0.0
2.333,0,0,1,0,2.302585092994046,1,Cloudy,4,1,14,2,60.0,60.0,53.0,30.15,6.0,0.0
0.3989999999999999,6,0,1,0,2.302585092994046,0,Fair,10,6,21,2,53.0,53.0,40.0,29.94,9.0,0.0
0.069,6,1,0,0,2.302585092994046,0,Cloudy,11,4,17,2,61.0,61.0,83.0,30.21,7.0,0.0
1.5619999999999998,9,0,0,0,1.3862943611198906,0,Cloudy,11,4,19,2,51.0,51.0,92.0,30.2,0.0,0.0
0.999,0,0,0,0,2.302585092994046,1,Cloudy,12,1,10,2,33.0,26.0,89.0,29.81,8.0,0.0
0.1939999999999999,6,0,0,0,2.302585092994046,0,Cloudy,12,4,17,2,48.0,43.0,68.0,30.06,12.0,0.0
3.426,3,0,0,0,2.302585092994046,0,Cloudy,11,4,22,4,57.0,57.0,87.0,30.29,5.0,0.0
0.022,9,0,0,0,2.302585092994046,1,Cloudy,8,0,11,2,64.0,64.0,46.0,29.98,0.0,0.0
0.13,6,0,1,0,2.302585092994046,1,Cloudy,9,4,7,2,64.0,64.0,72.0,29.94,5.0,0.0
0.06,9,0,0,0,1.9459101490553132,0,Rain,11,4,4,2,55.0,55.0,83.0,29.81,7.0,0.02
0.225,9,0,1,0,2.302585092994046,1,Fair,8,2,18,2,78.0,78.0,43.0,30.0,10.0,0.0
0.498,9,0,0,0,2.302585092994046,1,Fair,7,3,16,2,75.0,75.0,46.0,29.98,5.0,0.0
0.113,1,0,0,0,2.302585092994046,0,Fair,7,4,3,2,59.0,59.0,69.0,30.19,5.0,0.0
0.368,1,0,0,0,2.302585092994046,1,Fair,6,6,12,2,104.0,104.0,29.0,29.75,5.0,0.0
2.017,4,0,0,0,2.302585092994046,1,Fair,9,2,7,2,51.0,51.0,89.0,30.11,5.0,0.0
0.45,6,0,0,0,2.302585092994046,1,Rain,11,3,8,2,46.0,41.0,56.0,29.95,12.0,0.0
0.045,6,1,0,0,2.302585092994046,0,Cloudy,7,2,4,2,63.0,63.0,70.0,30.03,12.0,0.0
0.065,2,0,0,0,1.791759469228055,1,Rain,4,5,13,2,50.0,50.0,89.0,29.58,9.0,0.03
2.189,5,0,1,0,2.302585092994046,0,Cloudy,11,1,17,2,47.0,47.0,80.0,30.15,3.0,0.03
0.447,1,0,0,0,2.302585092994046,1,Fair,12,2,15,2,34.0,25.0,59.0,29.94,12.0,0.0
0.241,1,0,0,0,2.302585092994046,1,Fair,9,4,11,2,74.0,74.0,50.0,29.95,6.0,0.0
0.447,1,0,0,0,2.302585092994046,1,Cloudy,5,1,11,2,59.0,59.0,62.0,30.23,6.0,0.0
0.899,5,0,0,0,2.302585092994046,0,Fair,4,0,23,2,46.0,43.0,63.0,30.13,6.0,0.0
3.138,3,0,0,0,2.302585092994046,1,Fair,6,2,18,2,84.0,84.0,40.0,29.84,6.0,0.0
2.395,0,0,0,0,2.302585092994046,1,Rain,9,1,14,2,59.0,59.0,81.0,30.09,10.0,0.01
1.057,6,0,0,0,2.302585092994046,1,Fair,9,4,13,2,84.0,84.0,33.0,29.9,3.0,0.0
0.426,0,0,1,0,2.302585092994046,1,Fair,6,0,15,2,115.0,115.0,13.0,29.54,16.0,0.0
0.534,6,0,0,0,2.302585092994046,1,Cloudy,12,3,11,2,42.0,42.0,89.0,30.02,0.0,0.0
0.027,6,0,0,0,2.302585092994046,1,Cloudy,10,2,9,2,55.0,55.0,74.0,29.84,9.0,0.0
0.7509999999999999,5,0,0,0,2.302585092994046,1,Cloudy,4,2,11,2,60.0,60.0,60.0,30.27,0.0,0.0
0.02,3,0,0,0,2.302585092994046,0,Cloudy,5,5,1,2,44.0,44.0,73.0,30.36,0.0,0.0
0.488,1,0,1,0,2.302585092994046,0,Fair,9,1,6,2,55.0,55.0,80.0,30.09,0.0,0.0
0.1689999999999999,8,0,0,0,2.302585092994046,1,Fair,9,4,9,2,60.0,60.0,75.0,30.0,6.0,0.0
1.26,0,0,0,0,2.1972245773362196,1,Rain,10,1,12,2,58.0,58.0,84.0,29.93,9.0,0.03
1.069,1,0,0,0,2.302585092994046,1,Cloudy,3,4,9,2,47.0,47.0,71.0,30.27,0.0,0.0
0.135,4,0,0,0,2.302585092994046,1,Cloudy,12,3,12,2,52.0,52.0,66.0,30.07,9.0,0.0
0.63,6,0,1,0,2.302585092994046,1,Fair,6,6,20,2,96.0,96.0,36.0,29.64,8.0,0.0
0.812,6,0,1,0,2.302585092994046,1,Fair,5,5,14,2,78.0,78.0,33.0,29.99,14.0,0.0
0.149,6,0,1,0,2.302585092994046,1,Fair,7,5,17,2,85.0,85.0,36.0,30.03,12.0,0.0
0.262,9,0,0,0,2.302585092994046,1,Fair,9,1,13,2,71.0,,45.0,30.02,,0.0
3.138,3,0,0,0,2.302585092994046,1,Fair,6,2,14,2,81.0,81.0,39.0,29.86,6.0,0.0
0.2789999999999999,7,0,0,0,2.302585092994046,1,Cloudy,9,3,15,2,71.0,71.0,55.0,30.18,10.0,0.0
0.7240000000000001,4,0,0,0,2.302585092994046,1,Cloudy,11,5,7,2,46.0,42.0,89.0,29.69,8.0,0.04
4.067,9,0,1,0,2.302585092994046,1,Cloudy,6,3,7,2,55.0,55.0,62.0,30.16,5.0,0.0
0.386,1,0,0,0,2.302585092994046,1,Cloudy,7,1,5,2,62.0,62.0,80.0,30.0,6.0,0.0
0.351,8,0,0,0,2.302585092994046,1,Cloudy,8,0,14,2,69.0,69.0,38.0,29.95,9.0,0.0
0.171,1,1,0,0,2.302585092994046,0,Rain,10,4,1,2,55.0,55.0,89.0,29.8,7.0,0.05
0.067,9,0,1,0,2.302585092994046,1,Fair,7,5,12,2,76.0,76.0,43.0,30.02,12.0,0.0
1.109,4,0,0,0,0.6931471805599453,1,Rain,12,5,12,2,46.0,42.0,96.0,29.4,8.0,0.05
0.322,3,0,0,0,2.302585092994046,1,Rain,9,0,12,2,59.0,59.0,87.0,29.82,6.0,0.07
0.384,5,0,0,0,2.1972245773362196,1,Rain,10,1,16,2,55.0,55.0,80.0,29.88,10.0,0.0
0.764,4,0,0,0,2.302585092994046,0,Rain,10,1,18,2,53.0,53.0,86.0,29.7,9.0,0.0
0.318,0,0,0,0,2.302585092994046,1,Cloudy,8,2,16,2,79.0,79.0,34.0,29.97,5.0,0.0
1.311,0,0,0,0,2.302585092994046,1,Fair,5,2,8,4,59.0,59.0,64.0,30.09,5.0,0.0
0.5539999999999999,9,0,0,0,2.302585092994046,1,Fair,8,6,11,2,78.0,78.0,52.0,30.02,6.0,0.0
0.306,4,0,0,0,2.302585092994046,1,Fair,7,1,15,2,83.0,83.0,41.0,29.88,9.0,0.0
0.999,1,0,0,0,2.302585092994046,0,Cloudy,10,5,21,2,52.0,52.0,89.0,29.54,9.0,0.0
2.382,0,0,0,0,2.302585092994046,1,Cloudy,4,1,14,2,60.0,60.0,53.0,30.15,6.0,0.0
0.672,6,0,0,0,1.6094379124341003,1,Rain,11,3,12,2,58.0,58.0,81.0,29.74,17.0,0.02
0.77,6,0,0,0,2.302585092994046,0,Cloudy,3,3,18,2,51.0,51.0,74.0,30.01,3.0,0.0
2.29,3,0,0,0,2.0794415416798357,1,Rain,11,0,13,2,58.0,58.0,84.0,29.73,21.0,0.02
0.092,4,0,1,0,2.302585092994046,1,Cloudy,11,4,12,2,49.0,47.0,97.0,30.02,6.0,0.0
0.024,4,0,1,0,2.302585092994046,1,Fair,4,3,18,2,75.0,75.0,23.0,29.8,3.0,0.0
0.025,2,0,0,0,2.302585092994046,1,Fair,8,1,9,2,68.0,68.0,68.0,29.89,0.0,0.0
4.791,1,0,1,0,2.302585092994046,1,Cloudy,8,1,13,2,66.0,66.0,43.0,29.99,8.0,0.0
0.355,8,0,0,0,2.302585092994046,1,Fair,7,2,16,2,71.0,71.0,53.0,30.0,5.0,0.0
0.502,1,0,1,0,1.9459101490553132,0,Rain,11,5,18,2,44.0,38.0,82.0,30.02,12.0,0.08
0.503,1,0,0,0,2.302585092994046,1,Fair,6,4,11,2,81.0,81.0,49.0,29.96,8.0,0.0
0.716,6,1,0,0,2.302585092994046,0,Cloudy,12,4,6,2,42.0,42.0,82.0,30.15,3.0,0.0
0.225,1,0,0,0,2.302585092994046,1,Fair,6,3,18,2,88.0,88.0,35.0,29.94,7.0,0.0
0.179,6,0,0,0,2.302585092994046,0,Fair,11,1,19,2,40.0,40.0,86.0,30.28,0.0,0.0
1.198,6,0,0,0,2.302585092994046,1,Fair,7,2,14,2,86.0,86.0,38.0,30.03,10.0,0.0
0.693,1,0,0,0,2.302585092994046,1,Fair,11,0,9,2,50.0,50.0,71.0,30.02,7.0,0.0
0.435,1,1,0,0,1.791759469228055,0,Rain,10,2,3,4,53.0,53.0,93.0,29.62,7.0,0.0
0.006,0,0,0,0,2.302585092994046,0,Cloudy,12,1,21,2,46.0,46.0,93.0,29.92,3.0,0.0
1.653,4,0,0,0,2.302585092994046,1,Cloudy,12,3,15,2,46.0,44.0,79.0,29.85,5.0,0.0
3.792,0,0,0,0,2.302585092994046,1,Cloudy,11,3,14,2,49.0,44.0,54.0,29.81,13.0,0.0
3.599,4,0,0,0,2.302585092994046,1,Cloudy,10,5,9,2,50.0,50.0,83.0,30.04,0.0,0.0
0.025,7,1,0,0,2.302585092994046,0,Cloudy,12,5,18,2,49.0,45.0,83.0,29.58,8.0,0.0
0.217,9,0,0,0,2.302585092994046,0,Fair,8,2,4,2,62.0,62.0,78.0,29.97,3.0,0.0
0.255,9,0,0,0,2.302585092994046,0,Cloudy,11,2,18,2,51.0,51.0,80.0,30.18,7.0,0.0
1.041,9,0,0,0,2.302585092994046,1,Cloudy,12,3,13,2,52.0,52.0,57.0,30.29,6.0,0.0
0.108,4,0,0,0,2.302585092994046,1,Fair,8,2,12,2,86.0,86.0,37.0,29.93,5.0,0.0
0.03,2,1,0,0,2.302585092994046,1,Fair,8,1,9,2,68.0,68.0,68.0,29.89,0.0,0.0
2.0780000000000003,4,0,0,0,2.302585092994046,1,Fair,9,4,14,2,86.0,86.0,27.0,29.68,6.0,0.0
0.632,3,0,0,0,2.302585092994046,1,Cloudy,11,1,15,2,52.0,52.0,63.0,30.08,9.0,0.0
2.655,3,0,1,0,2.0794415416798357,1,Fair,8,4,13,2,91.0,91.0,33.0,29.94,3.0,0.0
1.005,6,0,0,0,1.9459101490553132,0,Rain,12,0,7,2,41.0,36.0,86.0,30.1,8.0,0.08
0.447,1,0,0,0,2.302585092994046,1,Cloudy,8,4,9,2,64.0,64.0,75.0,30.02,6.0,0.0
0.7509999999999999,1,0,0,0,1.791759469228055,0,Rain,11,4,5,2,62.0,62.0,86.0,30.15,9.0,0.09
0.294,5,0,0,0,2.302585092994046,0,Fair,4,1,2,2,43.0,38.0,74.0,30.15,9.0,0.0
0.018,1,1,0,0,2.302585092994046,1,Fair,8,0,14,2,68.0,68.0,45.0,30.02,6.0,0.0
1.49,1,0,1,0,2.302585092994046,1,Fair,6,6,15,2,110.0,110.0,16.0,29.69,15.0,0.0
0.428,8,0,0,0,2.302585092994046,1,Cloudy,10,3,14,2,53.0,53.0,93.0,30.23,3.0,0.0
0.737,1,1,0,0,2.302585092994046,0,Cloudy,10,3,5,2,51.0,51.0,83.0,30.16,6.0,0.0
1.995,4,0,0,0,2.302585092994046,1,Cloudy,7,1,15,2,85.0,85.0,38.0,30.0,8.0,0.0
0.607,2,0,1,0,2.302585092994046,1,Cloudy,5,0,13,2,61.0,,58.0,29.96,,0.0
0.244,0,0,1,0,2.302585092994046,0,Fair,7,6,21,4,75.0,75.0,51.0,30.02,9.0,0.0
1.482,9,0,0,0,2.302585092994046,1,Fair,9,3,13,2,81.0,81.0,24.0,29.98,10.0,0.0
3.1830000000000003,9,0,0,0,2.302585092994046,1,Fair,7,3,6,2,67.0,67.0,59.0,30.02,6.0,0.0
0.387,1,0,1,0,2.302585092994046,1,Fair,5,5,16,2,78.0,78.0,31.0,29.96,8.0,0.0
0.457,6,0,1,0,2.302585092994046,0,Fair,12,2,18,2,28.0,20.0,66.0,29.95,8.0,0.0
0.042,1,0,0,0,2.302585092994046,1,Fair,9,2,9,2,53.0,53.0,83.0,30.12,8.0,0.0
0.551,9,0,1,0,2.302585092994046,1,Cloudy,6,2,15,2,76.0,76.0,52.0,29.87,8.0,0.0
1.804,6,0,1,0,2.302585092994046,1,Cloudy,7,5,17,2,82.0,82.0,47.0,29.96,6.0,0.0
1.026,1,0,0,0,2.302585092994046,0,Rain,10,1,19,2,52.0,52.0,69.0,30.03,3.0,0.01
0.8759999999999999,5,0,0,0,1.6094379124341003,1,Rain,10,1,10,2,57.0,57.0,87.0,29.89,12.0,0.09
0.836,5,0,0,0,2.302585092994046,1,Cloudy,8,4,13,2,87.0,87.0,46.0,29.97,0.0,0.0
1.632,6,0,0,0,2.302585092994046,1,Cloudy,5,2,5,2,47.0,45.0,86.0,30.06,5.0,0.0
3.03,4,0,0,0,2.302585092994046,0,Rain,4,3,6,2,40.0,37.0,97.0,30.01,5.0,0.0
0.278,8,0,0,0,2.302585092994046,0,Fair,10,6,6,2,51.0,51.0,89.0,29.7,0.0,0.0
0.961,4,0,0,0,2.302585092994046,0,Fair,11,2,6,2,46.0,46.0,93.0,30.08,0.0,0.0
0.491,2,0,1,0,2.302585092994046,1,Cloudy,3,0,14,2,48.0,44.0,71.0,29.97,8.0,0.0
1.547,6,0,1,0,2.302585092994046,1,Fair,12,2,14,2,34.0,25.0,59.0,29.94,12.0,0.0
0.134,6,0,0,0,2.302585092994046,1,Fair,7,5,12,2,74.0,74.0,59.0,29.96,3.0,0.0
0.098,6,0,0,0,2.302585092994046,1,Cloudy,5,2,15,2,70.0,70.0,39.0,30.03,6.0,0.0
0.006,0,1,0,0,2.302585092994046,1,Cloudy,10,6,16,2,58.0,58.0,58.0,29.15,17.0,0.0
0.005,0,0,0,0,2.302585092994046,0,Cloudy,5,2,20,2,65.0,65.0,54.0,29.96,7.0,0.0
0.414,1,0,1,0,2.302585092994046,1,Fair,4,1,6,2,46.0,46.0,83.0,30.16,0.0,0.0
0.0289999999999999,0,0,0,0,2.302585092994046,1,Cloudy,4,2,13,2,66.0,66.0,48.0,30.25,3.0,0.0
0.326,2,0,0,0,2.302585092994046,0,Rain,12,6,16,2,38.0,34.0,97.0,29.69,5.0,0.0
0.4479999999999999,5,0,0,0,2.302585092994046,1,Cloudy,7,3,10,2,68.0,68.0,70.0,29.99,5.0,0.0
0.728,5,0,0,0,2.302585092994046,0,Rain,5,0,5,2,54.0,54.0,75.0,30.09,3.0,0.0
0.023,4,1,0,0,2.302585092994046,1,Fair,8,1,15,2,85.0,85.0,20.0,29.84,13.0,0.0
1.14,6,0,0,0,2.302585092994046,1,Fair,6,3,15,2,79.0,79.0,47.0,29.93,12.0,0.0
0.519,1,0,0,0,2.302585092994046,1,Cloudy,8,4,18,2,70.0,70.0,55.0,29.89,6.0,0.0
1.454,1,0,0,0,2.302585092994046,1,Fair,7,6,15,2,86.0,86.0,25.0,30.02,9.0,0.0
1.781,0,0,1,0,2.302585092994046,1,Rain,12,3,10,2,42.0,39.0,82.0,30.0,5.0,0.02
0.787,9,0,0,0,2.302585092994046,0,Cloudy,12,2,17,2,57.0,57.0,83.0,30.12,3.0,0.0
1.584,5,0,0,0,2.302585092994046,0,Cloudy,10,3,7,2,57.0,57.0,62.0,29.81,9.0,0.0
8.138,2,0,0,0,2.302585092994046,1,Cloudy,12,1,16,2,40.0,37.0,89.0,29.84,5.0,0.0
2.281,0,0,1,0,2.302585092994046,1,Fair,6,6,10,2,73.0,73.0,55.0,29.91,12.0,0.0
0.017,3,0,0,0,2.302585092994046,1,Cloudy,12,6,14,2,38.0,29.0,70.0,29.51,17.0,0.0
0.077,1,1,0,0,2.302585092994046,0,Fair,11,2,17,2,49.0,43.0,39.0,30.06,15.0,0.0
0.787,5,0,0,0,2.302585092994046,0,Fair,12,6,5,2,37.0,37.0,86.0,30.48,3.0,0.0
0.052,7,0,0,0,2.302585092994046,1,Cloudy,5,3,16,2,63.0,63.0,40.0,30.09,22.0,0.0
1.481,1,0,0,0,2.302585092994046,1,Cloudy,7,2,14,2,67.0,67.0,63.0,30.06,5.0,0.0
0.3720000000000001,1,0,0,0,2.302585092994046,0,Fair,8,2,2,2,62.0,62.0,62.0,29.95,8.0,0.0
1.995,4,0,0,0,2.302585092994046,0,Cloudy,9,2,6,2,62.0,62.0,67.0,30.04,10.0,0.0
1.652,1,0,0,0,2.302585092994046,1,Rain,12,2,12,2,43.0,38.0,93.0,29.63,9.0,0.01
2.8360000000000003,4,0,0,0,2.302585092994046,1,Fair,8,3,10,2,87.0,87.0,39.0,29.75,0.0,0.0
0.259,2,0,0,0,2.302585092994046,1,Fair,5,1,6,2,48.0,46.0,96.0,30.01,5.0,0.0
1.705,6,0,1,0,1.791759469228055,1,Fog,6,2,12,2,74.0,74.0,57.0,29.89,5.0,0.0
1.33,1,1,0,0,1.6094379124341003,0,Rain,11,5,18,2,44.0,38.0,82.0,30.03,12.0,0.04
0.495,1,0,0,0,2.302585092994046,1,Fair,4,5,17,2,84.0,84.0,14.0,30.07,7.0,0.0
0.3979999999999999,9,0,0,0,2.302585092994046,1,Cloudy,9,1,16,2,88.0,88.0,28.0,29.85,0.0,0.0
0.047,9,1,0,0,2.302585092994046,1,Cloudy,5,6,10,2,57.0,57.0,62.0,30.26,8.0,0.0
0.299,1,0,1,0,2.302585092994046,1,Cloudy,9,2,13,2,65.0,65.0,47.0,30.13,7.0,0.0
0.093,1,0,1,0,2.302585092994046,1,Cloudy,8,5,11,2,79.0,79.0,52.0,30.08,3.0,0.0
0.693,1,0,0,0,0.6931471805599453,0,Cloudy,12,0,17,2,47.0,43.0,90.0,29.97,8.0,0.0
1.36,1,0,1,0,2.302585092994046,1,Cloudy,9,3,14,2,83.0,83.0,39.0,29.85,5.0,0.0
1.284,1,0,0,0,2.302585092994046,1,Cloudy,11,6,12,2,62.0,62.0,65.0,30.15,15.0,0.0
2.166,0,0,0,0,2.302585092994046,1,Cloudy,10,2,14,2,58.0,58.0,70.0,30.28,6.0,0.0
2.018,1,0,0,0,2.302585092994046,1,Fair,6,3,16,2,83.0,83.0,24.0,30.04,12.0,0.0
0.033,4,1,0,0,2.302585092994046,1,Cloudy,8,0,7,2,62.0,62.0,72.0,30.1,6.0,0.0
0.144,4,0,1,0,1.3862943611198906,0,Rain,12,1,21,2,40.0,36.0,97.0,29.73,6.0,0.01
0.2739999999999999,2,0,1,0,2.302585092994046,0,Rain,12,4,7,2,36.0,36.0,86.0,29.85,0.0,0.0
3.792,0,0,0,0,2.302585092994046,1,Cloudy,12,3,10,2,46.0,41.0,71.0,29.58,9.0,0.0
0.532,4,0,0,0,2.302585092994046,0,Fair,3,5,0,2,38.0,38.0,89.0,30.16,0.0,0.0
0.1989999999999999,0,0,0,0,2.302585092994046,1,Cloudy,10,1,17,2,54.0,54.0,59.0,30.01,0.0,0.0
0.39,4,1,0,0,2.302585092994046,1,Rain,10,2,16,2,53.0,53.0,77.0,30.12,0.0,0.0
3.956,9,0,0,0,2.302585092994046,0,Cloudy,12,0,6,2,40.0,36.0,89.0,29.47,6.0,0.0
0.178,9,0,0,0,2.302585092994046,0,Fair,10,4,21,2,55.0,55.0,83.0,30.13,5.0,0.0
0.094,0,0,0,0,2.302585092994046,1,Fair,7,4,16,2,86.0,86.0,37.0,29.92,8.0,0.0
3.687,4,0,0,0,1.3862943611198906,1,Rain,8,4,8,2,65.0,65.0,90.0,29.87,0.0,0.0
0.326,1,1,1,0,2.302585092994046,1,Cloudy,12,0,12,2,42.0,42.0,85.0,29.37,0.0,0.0
0.093,1,0,0,0,2.302585092994046,0,Cloudy,4,1,20,2,61.0,61.0,54.0,30.16,5.0,0.0
0.027,2,1,0,0,1.9459101490553132,1,Rain,10,3,17,2,62.0,62.0,70.0,29.74,0.0,0.01
1.083,0,0,0,0,2.302585092994046,1,Fair,12,4,15,2,48.0,48.0,63.0,30.13,0.0,0.0
1.81,5,0,0,0,2.302585092994046,1,Fair,7,2,6,2,58.0,58.0,75.0,30.14,3.0,0.0
0.0069999999999999,7,1,0,0,1.0986122886681098,0,Snow,12,1,7,2,31.0,24.0,89.0,29.79,7.0,0.02
0.156,0,0,0,0,2.302585092994046,0,Cloudy,11,4,17,2,61.0,61.0,83.0,30.21,7.0,0.0
0.677,6,0,1,0,2.302585092994046,0,Cloudy,12,5,16,2,48.0,43.0,83.0,29.59,10.0,0.0
0.594,1,0,0,0,2.302585092994046,1,Fair,6,1,8,2,71.0,71.0,66.0,29.78,6.0,0.0
0.099,6,0,0,0,2.302585092994046,1,Fair,8,0,14,2,79.0,79.0,45.0,29.87,3.0,0.0
0.062,6,0,0,0,2.302585092994046,1,Fair,8,1,18,2,67.0,67.0,49.0,29.96,9.0,0.0
0.125,0,1,0,0,2.302585092994046,0,Fair,4,3,3,2,48.0,48.0,74.0,29.96,0.0,0.0
0.929,0,0,0,0,2.302585092994046,1,Thunder,3,6,16,2,46.0,44.0,68.0,30.17,5.0,0.0
0.0289999999999999,2,1,0,0,2.302585092994046,0,Cloudy,10,0,21,2,51.0,51.0,86.0,29.8,0.0,0.0
0.621,6,0,1,0,2.302585092994046,0,Fair,6,0,0,2,85.0,85.0,53.0,29.67,5.0,0.0
0.214,9,0,1,0,1.6094379124341003,0,Rain,11,3,18,2,45.0,41.0,90.0,29.82,7.0,0.06
0.406,9,0,0,0,2.302585092994046,1,Fair,8,2,17,2,100.0,100.0,24.0,29.82,9.0,0.0
0.467,9,0,1,0,2.302585092994046,1,Cloudy,6,5,16,2,66.0,66.0,40.0,30.06,12.0,0.0
0.366,3,0,0,0,2.302585092994046,1,Cloudy,7,3,12,2,70.0,70.0,63.0,29.96,6.0,0.0
0.815,5,0,0,0,1.0986122886681098,0,Rain,11,4,23,2,46.0,44.0,83.0,29.95,5.0,0.14
1.385,4,0,1,0,2.302585092994046,0,Cloudy,12,3,6,2,40.0,37.0,83.0,29.92,5.0,0.0
0.051,6,1,0,0,2.302585092994046,1,Fair,12,1,16,2,44.0,40.0,63.0,29.86,7.0,0.0
0.883,0,0,0,0,1.0986122886681098,1,Rain,12,5,12,2,50.0,50.0,80.0,30.09,12.0,0.0
0.7509999999999999,0,0,0,0,2.302585092994046,0,Rain,11,3,20,2,57.0,57.0,89.0,30.14,7.0,0.0
1.169,6,0,0,0,2.302585092994046,1,Cloudy,10,1,9,2,52.0,52.0,80.0,29.77,12.0,0.01
0.1669999999999999,6,0,0,0,2.302585092994046,1,Fair,7,5,13,2,81.0,81.0,44.0,30.1,10.0,0.0
0.211,2,0,1,0,2.302585092994046,1,Fair,4,3,17,2,56.0,56.0,36.0,30.3,6.0,0.0
2.407,4,0,0,0,2.302585092994046,1,Cloudy,8,4,9,2,75.0,75.0,62.0,30.0,3.0,0.0
0.491,2,0,1,0,2.302585092994046,1,Cloudy,5,0,10,4,57.0,57.0,64.0,30.04,0.0,0.0
0.999,1,0,0,0,2.302585092994046,1,Fair,9,1,8,2,58.0,58.0,75.0,30.09,0.0,0.0
1.198,5,0,0,0,2.302585092994046,0,Fair,3,0,1,2,40.0,,79.0,30.05,,0.0
0.084,0,0,0,0,2.302585092994046,0,Cloudy,11,0,18,2,48.0,43.0,68.0,30.11,12.0,0.0
3.077,1,0,1,0,2.302585092994046,1,Rain,3,4,10,2,49.0,43.0,66.0,30.03,17.0,0.01
0.888,4,0,0,0,2.302585092994046,1,Fair,9,3,13,2,69.0,69.0,61.0,29.99,0.0,0.0
3.819,4,0,0,0,1.0986122886681098,1,Rain,11,3,11,2,56.0,56.0,90.0,29.5,15.0,0.02
1.916,4,0,0,0,2.302585092994046,0,Fair,3,3,5,2,38.0,34.0,83.0,30.17,5.0,0.0
2.035,8,0,0,0,2.0794415416798357,1,Rain,9,6,13,2,65.0,65.0,61.0,30.08,5.0,0.0
0.981,0,0,0,0,2.302585092994046,0,Cloudy,3,3,2,2,45.0,43.0,80.0,29.86,5.0,0.0
0.55,5,0,0,0,2.302585092994046,1,Cloudy,6,2,8,2,68.0,68.0,68.0,29.88,5.0,0.0
0.233,6,0,1,0,2.302585092994046,1,Cloudy,10,5,17,2,67.0,67.0,51.0,29.88,0.0,0.0
2.096,3,0,0,0,1.6094379124341003,1,Rain,11,4,14,2,62.0,62.0,86.0,30.17,8.0,0.04
1.05,4,0,0,0,2.302585092994046,1,Fair,8,0,13,2,69.0,69.0,44.0,29.8,0.0,0.0
1.028,2,0,0,0,2.302585092994046,1,Cloudy,11,4,15,2,52.0,52.0,66.0,30.27,6.0,0.0
0.415,0,0,1,0,2.302585092994046,1,Cloudy,11,1,13,2,51.0,51.0,68.0,30.15,10.0,0.0
0.122,0,0,0,0,2.302585092994046,0,Fair,4,3,23,2,45.0,40.0,56.0,30.3,9.0,0.0
0.654,5,0,0,0,0.6931471805599453,0,Rain,11,4,23,2,46.0,41.0,83.0,29.95,12.0,0.08
1.569,5,0,0,0,2.302585092994046,1,Fair,3,1,18,2,54.0,54.0,41.0,30.02,5.0,0.0
1.557,1,0,0,0,2.302585092994046,1,Fair,6,5,15,2,79.0,79.0,36.0,30.01,10.0,0.0
2.102,1,0,1,0,2.302585092994046,1,Cloudy,9,1,12,2,60.0,60.0,75.0,30.09,15.0,0.0
0.122,6,0,0,0,2.302585092994046,1,Fair,12,1,15,2,44.0,40.0,63.0,29.86,7.0,0.0
0.777,0,0,0,0,2.302585092994046,0,Cloudy,12,0,16,2,30.0,30.0,72.0,29.85,3.0,0.0
0.41,0,0,0,0,2.302585092994046,0,Rain,12,0,5,2,41.0,36.0,86.0,30.19,7.0,0.02
0.012,0,0,0,0,2.302585092994046,1,Cloudy,4,3,12,2,58.0,58.0,56.0,29.96,8.0,0.0
0.045,2,1,0,0,2.302585092994046,0,Cloudy,12,5,18,2,38.0,30.0,79.0,29.45,13.0,0.0
0.5760000000000001,1,0,0,0,2.302585092994046,0,Fair,12,4,17,2,44.0,44.0,71.0,30.09,0.0,0.0
0.163,0,0,0,0,2.302585092994046,1,Cloudy,10,1,17,2,54.0,54.0,59.0,30.01,0.0,0.0
1.825,4,0,1,0,2.302585092994046,1,Cloudy,10,4,9,2,50.0,50.0,77.0,30.03,3.0,0.0
3.138,3,0,0,0,2.302585092994046,1,Fair,5,6,12,2,72.0,72.0,44.0,29.91,3.0,0.0
0.732,2,0,0,0,2.302585092994046,1,Cloudy,5,0,9,2,57.0,57.0,64.0,30.04,0.0,0.0
2.28,0,0,0,0,0.6931471805599453,1,Rain,11,3,13,2,53.0,53.0,89.0,30.15,15.0,0.0
